Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,born_yyyy,generation
31,0,1,715,2,2,4,4,1613,4,1,54,3,2,7,1,2,5332,21602,7,0,13,3,4,0,10,3,3,5,2,0,3,1984,gen_y
34,0,1,426,1,10,4,1,1615,3,1,42,4,2,4,4,0,4724,17000,1,0,13,3,1,1,9,3,3,9,7,7,2,1981,gen_y
27,0,2,1302,1,19,3,4,1619,4,1,67,2,1,2,1,0,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7,1988,gen_y
35,0,2,819,1,18,5,1,1621,2,1,48,4,2,6,1,1,5208,26312,1,0,11,3,4,0,16,2,3,16,15,1,10,1980,gen_y
28,0,2,580,1,27,3,3,1622,2,0,39,1,2,4,1,0,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0,1987,gen_y
21,0,2,546,1,5,1,3,1623,3,1,97,3,1,6,4,2,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,1994,gen_y
35,0,0,208,1,8,4,1,1630,3,0,52,3,2,0,3,1,4148,12250,1,0,12,3,4,1,15,5,3,14,11,2,9,1980,gen_y
35,1,2,737,2,10,3,3,1639,4,1,55,2,3,7,1,1,10306,21530,9,0,17,3,3,0,15,3,3,13,12,6,0,1980,gen_y
35,1,2,763,2,15,2,3,1645,1,1,59,1,2,7,4,0,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,1980,gen_y
24,0,1,567,1,2,1,5,1646,1,0,32,3,1,6,4,2,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3,1991,gen_y
27,0,2,486,1,8,3,3,1647,2,0,86,4,1,6,3,1,3517,22490,7,0,17,3,1,0,5,0,3,3,2,0,2,1988,gen_y
27,0,1,591,1,2,3,3,1648,4,1,87,3,1,6,4,2,2580,6297,2,0,13,3,3,0,6,0,2,4,2,1,2,1988,gen_y
29,0,2,469,2,10,3,3,1650,3,1,42,2,2,7,3,2,5869,23413,9,0,11,3,3,0,8,2,3,5,2,1,4,1986,gen_y
25,0,1,772,1,2,1,1,1653,4,1,77,4,2,4,3,0,5206,4973,1,0,17,3,3,2,7,6,3,7,7,0,7,1990,gen_y
34,0,2,1130,1,3,3,1,1658,4,0,66,3,2,6,2,0,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9,1981,gen_y
35,1,1,880,2,12,4,4,1667,4,1,36,3,2,7,4,2,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7,1980,gen_y
29,0,2,991,2,5,3,3,1669,1,1,43,2,2,7,2,0,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,1986,gen_y
33,0,2,392,2,2,4,3,1670,4,1,93,3,2,7,4,0,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,1982,gen_y
32,0,2,977,1,2,3,3,1671,4,1,45,3,2,6,2,0,5470,25518,0,0,13,3,3,2,10,4,2,9,5,1,6,1983,gen_y
31,0,2,1112,2,5,4,1,1673,1,0,67,3,2,7,4,1,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,1984,gen_y
33,0,0,530,2,16,3,1,1681,3,0,36,3,2,7,4,0,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2,1982,gen_y
23,1,2,1320,1,8,1,3,1684,4,1,93,2,1,2,3,2,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,1992,gen_y
32,1,2,1259,1,2,4,1,1692,4,1,95,3,1,2,2,2,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,1983,gen_y
26,0,0,786,1,7,3,3,1693,4,1,76,3,1,2,4,2,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,1989,gen_y
34,0,2,1157,1,5,2,3,1696,2,1,57,2,2,2,4,1,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,1981,gen_y
33,0,2,267,1,21,3,3,1698,2,1,79,4,1,2,2,1,2028,13637,1,0,18,3,4,3,14,6,3,14,11,2,13,1982,gen_y
34,0,2,678,1,19,3,1,1701,2,0,35,2,1,6,4,1,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7,1981,gen_y
23,1,2,427,2,7,3,1,1702,3,1,99,3,1,8,4,0,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,1992,gen_y
35,0,1,146,1,2,4,3,1704,1,1,79,2,1,6,4,2,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,1980,gen_y
24,0,2,581,1,9,3,3,1707,3,1,62,4,1,6,3,1,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,1991,gen_y
29,0,2,1082,1,9,4,3,1709,4,0,43,3,1,2,3,1,2974,25412,9,0,17,3,3,1,9,2,3,5,3,1,2,1986,gen_y
24,1,2,240,0,22,1,0,1714,4,1,58,1,1,1,3,1,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,1991,gen_y
26,0,2,390,1,17,4,3,1718,4,1,62,1,1,2,3,1,2305,6217,1,0,15,3,3,3,3,3,4,3,2,0,2,1989,gen_y
32,0,1,585,1,10,3,1,1720,1,1,56,3,1,6,3,1,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3,1983,gen_y
31,0,2,741,1,2,4,1,1721,2,1,69,3,1,2,3,1,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,1984,gen_y
24,0,2,506,1,29,1,3,1725,2,1,91,3,1,2,1,0,3907,3622,1,0,13,3,2,3,6,2,4,6,2,1,2,1991,gen_y
35,0,2,1370,1,27,4,1,1728,4,1,49,3,2,4,3,1,6883,5151,2,0,16,3,2,1,17,3,3,7,7,0,7,1980,gen_y
30,0,2,793,1,16,1,1,1729,2,1,33,3,1,6,4,1,2862,3811,1,0,12,3,2,1,10,2,2,10,0,0,8,1985,gen_y
32,1,2,964,2,1,2,1,1734,1,1,34,1,2,7,2,2,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,1983,gen_y
23,0,2,160,1,4,1,3,1735,3,0,51,3,1,2,2,2,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2,1992,gen_y
31,0,1,163,1,24,1,5,1736,4,0,30,3,2,4,4,2,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,1984,gen_y
32,0,2,371,2,19,3,1,1739,4,1,80,1,3,7,3,1,9610,3840,3,0,13,3,3,1,10,2,1,4,3,0,2,1983,gen_y
30,0,1,1312,1,2,4,5,1745,4,0,78,2,1,6,1,2,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,1985,gen_y
24,0,1,897,0,10,3,3,1746,1,1,59,3,1,1,4,1,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1,1991,gen_y
30,1,1,600,0,8,3,0,1747,3,0,66,2,1,1,4,0,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2,1985,gen_y
31,0,2,1003,2,5,3,5,1749,1,1,51,3,2,7,3,1,8346,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,1984,gen_y
27,0,2,1054,1,8,3,3,1751,3,0,67,3,1,6,4,2,3445,6152,1,0,11,3,3,0,6,5,2,6,2,1,4,1988,gen_y
29,1,2,428,2,9,3,2,1752,2,0,52,1,1,8,2,2,2760,14630,1,0,13,3,3,0,2,3,3,2,2,2,2,1986,gen_y
29,0,1,461,1,1,3,1,1753,4,1,70,4,2,0,3,2,6294,23060,8,1,12,3,4,0,10,5,4,3,2,0,2,1986,gen_y
30,0,2,979,2,15,2,2,1754,3,1,94,2,3,7,1,0,7140,3088,2,0,11,3,1,1,12,2,3,7,7,1,7,1985,gen_y
34,0,2,181,1,2,4,3,1755,4,1,97,4,1,6,4,1,2932,5586,0,1,14,3,1,3,6,3,3,5,0,1,2,1981,gen_y
33,0,0,1283,2,2,3,2,1756,4,0,62,3,2,7,2,2,5147,10697,8,0,15,3,4,0,13,2,2,11,7,1,7,1982,gen_y
33,1,2,211,2,16,3,1,1758,1,0,74,3,3,7,1,2,8564,10092,2,1,20,4,3,0,11,2,2,0,0,0,0,1982,gen_y
31,1,2,1079,2,16,4,2,1761,1,1,70,3,3,7,3,1,8161,19002,2,0,13,3,1,3,10,2,3,1,0,0,0,1984,gen_y
29,0,2,590,1,4,3,5,1762,4,0,91,2,1,6,1,0,2109,10007,1,0,13,3,3,1,1,2,3,1,0,0,0,1986,gen_y
30,0,2,305,1,16,3,1,1763,3,1,58,4,2,0,3,1,5294,9128,3,0,16,3,3,1,10,3,3,7,0,1,7,1985,gen_y
32,0,0,953,1,5,4,5,1764,2,1,65,3,1,6,2,2,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7,1983,gen_y
33,0,0,775,1,4,3,5,1771,4,1,90,3,2,6,2,0,3055,6194,5,0,15,3,4,2,11,2,2,9,8,1,7,1982,gen_y
34,0,0,1375,2,10,3,1,1774,4,1,87,3,2,7,3,0,4001,12313,1,1,14,3,3,1,15,3,3,15,14,0,7,1981,gen_y
34,0,2,511,2,3,2,1,1779,4,0,32,1,2,7,4,2,6029,25353,5,0,12,3,1,0,6,3,3,2,2,2,2,1981,gen_y
21,1,2,337,2,7,1,2,1780,2,1,31,3,1,8,2,2,2679,4567,1,0,13,3,2,0,1,3,3,1,0,1,0,1994,gen_y
22,1,2,1294,1,8,1,3,1783,3,0,79,3,1,2,1,1,2398,15999,1,1,17,3,3,0,1,6,3,1,0,0,0,1993,gen_y
31,0,2,196,2,29,4,2,1784,1,0,91,2,2,7,4,1,5468,13402,1,0,14,3,1,2,13,3,3,12,7,5,7,1984,gen_y
35,1,2,303,2,27,3,1,1797,3,1,84,3,2,7,4,2,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7,1980,gen_y
33,0,2,867,1,8,4,1,1798,4,1,90,4,1,6,1,1,3143,6076,6,0,19,3,2,1,14,1,3,10,8,7,6,1982,gen_y
28,0,2,1181,1,1,3,1,1799,3,1,82,3,1,6,4,1,2044,5531,1,0,11,3,3,1,5,6,4,5,3,0,3,1987,gen_y
35,0,0,1180,1,2,2,3,1804,2,1,90,3,2,4,4,0,5762,24442,2,0,14,3,3,1,15,6,3,7,7,1,7,1980,gen_y
34,1,1,234,1,9,4,1,1807,4,1,93,3,2,2,1,1,5346,6208,4,0,17,3,3,1,11,3,2,7,1,0,7,1981,gen_y
30,0,2,1092,1,10,3,3,1816,1,0,64,3,3,4,3,2,9667,2739,9,0,14,3,2,0,9,3,3,7,7,0,2,1985,gen_y
26,1,2,920,0,20,2,3,1818,4,0,69,3,1,1,2,1,2148,6889,0,1,11,3,3,0,6,3,3,5,1,1,4,1989,gen_y
34,0,2,810,2,8,2,5,1823,2,1,92,4,2,7,3,1,6799,22128,1,0,21,4,3,2,10,5,3,10,8,4,8,1981,gen_y
35,0,2,185,1,23,4,3,1826,2,1,91,1,1,2,3,1,2705,9696,0,0,16,3,2,1,6,2,4,5,4,0,3,1980,gen_y
31,0,1,1125,2,7,4,2,1833,1,0,68,3,3,7,1,1,9637,8277,2,0,14,3,4,2,9,3,3,3,2,2,2,1984,gen_y
28,0,2,1217,1,1,3,3,1834,3,0,67,3,1,6,1,1,3591,12719,1,0,25,4,3,1,3,3,3,3,2,1,2,1987,gen_y
26,0,2,572,2,10,3,3,1836,3,1,46,3,2,7,4,2,4684,9125,1,0,13,3,1,0,5,4,3,5,3,1,2,1989,gen_y
31,1,2,359,0,18,5,0,1842,4,1,89,4,1,1,1,1,2956,21495,0,0,17,3,3,0,2,4,3,1,0,0,0,1984,gen_y
29,1,2,350,0,13,3,0,1844,1,1,56,2,1,1,1,0,2335,3157,4,1,15,3,4,3,4,3,3,2,2,2,0,1986,gen_y
27,0,1,1297,1,5,2,1,1850,4,0,53,3,1,2,4,2,2379,19826,0,1,14,3,3,0,6,3,2,5,4,0,2,1988,gen_y
29,0,1,574,1,20,1,3,1852,4,1,40,3,1,2,4,1,3812,7003,1,0,13,3,2,0,11,3,4,11,8,3,10,1986,gen_y
32,0,1,1318,2,10,4,2,1853,4,1,79,3,2,7,4,2,4648,26075,8,0,13,3,3,0,4,2,4,0,0,0,0,1983,gen_y
28,0,0,280,0,1,2,1,1858,3,1,43,3,1,1,4,0,2706,10494,1,0,15,3,2,1,3,2,3,3,2,2,2,1987,gen_y
29,0,2,726,1,29,1,1,1859,4,1,93,1,2,0,3,0,6384,21143,8,0,17,3,4,2,11,3,3,7,0,1,6,1986,gen_y
32,1,2,414,2,2,4,2,1862,3,1,82,2,2,7,2,2,9907,26186,7,1,12,3,3,0,7,3,2,2,2,2,2,1983,gen_y
27,0,2,728,2,23,1,3,1864,2,0,36,2,2,8,3,1,3540,7018,1,0,21,4,4,1,9,5,3,9,8,5,8,1988,gen_y
29,0,2,352,0,6,1,3,1865,4,1,87,2,1,1,2,1,2804,15434,1,0,11,3,4,0,1,3,3,1,0,0,0,1986,gen_y
29,1,1,459,1,24,2,1,1868,4,1,73,2,1,6,4,2,2439,14753,1,1,24,4,2,0,1,3,2,1,0,1,0,1986,gen_y
27,0,1,1131,1,15,3,1,1870,4,0,77,2,1,6,1,1,4774,23844,0,0,19,3,4,1,8,2,2,7,6,7,3,1988,gen_y
28,0,2,1172,2,3,3,3,1875,2,0,78,3,1,8,2,1,2856,3692,1,0,19,3,4,1,1,3,3,1,0,0,0,1987,gen_y
30,1,2,945,2,9,3,3,1876,2,1,89,3,1,8,4,2,1081,16019,1,0,13,3,3,0,1,3,2,1,0,0,0,1985,gen_y
22,1,2,391,1,7,1,1,1878,4,1,75,3,1,6,2,2,2472,26092,1,1,23,4,1,0,1,2,3,1,0,0,0,1993,gen_y
31,0,2,311,1,20,3,1,1881,2,1,89,3,2,2,3,0,4197,18624,1,0,11,3,1,1,10,2,3,10,8,0,2,1984,gen_y
34,0,2,1480,2,4,3,1,1882,3,1,64,3,3,7,4,1,9713,24444,2,1,13,3,4,3,9,3,3,5,3,1,0,1981,gen_y
29,0,2,592,1,7,3,1,1883,4,1,59,3,1,2,1,2,2062,19384,3,0,14,3,2,0,11,2,3,3,2,1,2,1986,gen_y
35,0,2,219,1,16,2,4,1886,4,0,44,2,2,4,2,1,4788,25388,0,1,11,3,4,0,4,2,3,3,2,0,2,1980,gen_y
26,0,2,482,1,1,2,1,1893,2,0,90,2,1,6,3,1,2933,14908,1,1,13,3,3,1,1,3,2,1,0,1,0,1989,gen_y
27,0,2,511,2,2,2,3,1898,1,0,89,4,2,7,3,2,6500,26997,0,0,14,3,2,0,9,5,2,8,7,0,7,1988,gen_y
34,1,0,967,1,16,4,5,1905,4,1,85,1,1,6,1,1,2307,14460,1,1,23,4,2,1,5,2,3,5,2,3,0,1981,gen_y
31,0,2,1079,2,10,2,3,1912,3,0,86,3,2,7,4,0,6583,20115,2,1,11,3,4,1,8,2,3,5,2,1,4,1984,gen_y
34,0,2,735,2,3,1,3,1915,4,0,75,2,2,7,4,1,8103,16495,3,1,12,3,3,0,9,3,2,4,2,0,1,1981,gen_y
31,0,2,471,1,4,3,3,1916,1,0,62,4,1,2,3,0,3978,16031,8,0,12,3,2,1,4,0,2,2,2,2,2,1984,gen_y
26,0,1,1096,1,6,3,4,1918,3,1,61,4,1,2,4,1,2544,7102,0,0,18,3,1,1,8,3,3,7,7,7,7,1989,gen_y
33,0,2,217,2,10,4,2,1924,2,1,43,3,2,7,3,2,5487,10410,1,0,14,3,2,0,10,2,2,10,4,0,9,1982,gen_y
28,0,1,783,2,1,2,1,1927,3,1,42,2,2,7,4,1,6834,19255,1,1,12,3,3,1,7,2,3,7,7,0,7,1987,gen_y
29,1,1,746,2,24,3,5,1928,3,1,45,4,1,8,1,2,1091,10642,1,0,17,3,4,0,1,3,3,1,0,0,0,1986,gen_y
27,0,2,1354,1,2,4,5,1931,2,1,41,3,1,6,2,1,2226,6073,1,0,11,3,3,1,6,3,2,5,3,1,2,1988,gen_y
34,0,1,735,1,22,4,4,1932,3,1,86,2,2,6,4,1,5747,26496,1,1,15,3,2,0,16,3,3,15,10,6,11,1981,gen_y
28,1,2,1475,2,13,2,2,1933,4,0,84,3,2,7,3,2,9854,23352,3,1,11,3,4,0,6,0,3,2,0,2,2,1987,gen_y
32,1,1,238,1,5,2,1,1939,1,0,47,4,1,6,3,2,2432,15318,3,1,14,3,1,0,8,2,3,4,1,0,3,1983,gen_y
27,1,1,1337,0,22,3,0,1944,1,0,58,2,1,1,2,1,2863,19555,1,0,12,3,1,0,1,2,3,1,0,0,0,1988,gen_y
35,0,2,682,2,18,4,3,1945,2,1,71,3,2,7,1,1,5561,15975,0,0,16,3,4,1,6,2,1,5,3,0,4,1980,gen_y
28,0,0,1103,1,16,3,3,1947,3,1,49,3,1,6,3,2,2144,2122,1,0,14,3,3,0,5,3,2,5,3,1,4,1987,gen_y
31,0,0,976,1,3,2,3,1948,3,1,48,3,1,6,1,0,3065,3995,1,1,13,3,4,1,4,3,4,4,2,2,3,1984,gen_y
34,0,2,937,2,1,3,2,1950,1,1,32,3,3,7,4,2,9888,6770,1,0,21,4,1,0,14,3,2,14,8,2,1,1981,gen_y
34,0,2,1239,2,13,4,3,1951,4,1,39,3,3,7,3,0,8628,22914,1,0,18,3,3,1,9,2,2,8,7,1,1,1981,gen_y
26,0,2,157,1,1,3,3,1952,3,1,95,3,1,2,1,2,2867,20006,0,0,13,3,4,0,8,6,2,7,7,7,6,1989,gen_y
29,0,2,136,1,1,3,1,1954,1,1,89,3,2,0,1,1,5373,6225,0,0,12,3,1,1,6,5,2,5,3,0,2,1986,gen_y
32,0,0,1146,1,15,4,3,1955,3,0,34,3,2,0,4,0,6667,16542,5,0,18,3,2,1,9,6,3,5,1,1,2,1983,gen_y
31,0,1,1125,1,1,3,1,1956,4,1,48,1,2,6,1,1,5003,5771,1,0,21,4,2,0,10,6,3,10,8,8,7,1984,gen_y
28,1,2,1404,1,17,3,5,1960,3,1,32,2,1,2,4,0,2367,18779,5,0,12,3,1,1,6,2,2,4,1,0,3,1987,gen_y
35,0,2,1224,2,7,4,1,1962,3,0,55,3,2,7,4,1,5204,13586,1,1,11,3,4,0,10,2,3,10,8,0,9,1980,gen_y
27,0,2,954,2,9,3,2,1965,4,1,44,3,2,7,4,2,4105,5099,1,0,14,3,1,0,7,5,3,7,7,0,7,1988,gen_y
32,0,2,1373,1,5,4,1,1966,4,1,56,2,2,4,4,2,9679,10138,8,0,24,4,2,0,8,1,3,1,0,0,0,1983,gen_y
31,1,1,754,2,26,4,2,1967,1,1,63,3,2,7,4,1,5617,21075,1,1,11,3,3,0,10,4,3,10,7,0,8,1984,gen_y
33,0,1,1303,1,7,2,1,1970,4,1,36,3,2,0,3,0,5968,18079,1,0,20,4,3,3,9,2,3,9,7,2,8,1982,gen_y
31,0,2,1276,1,2,1,3,1974,4,0,59,1,1,2,4,0,1129,17536,1,1,11,3,3,3,1,4,3,1,0,0,0,1984,gen_y
31,0,0,697,1,10,3,3,1979,3,0,40,3,3,5,3,1,11031,26862,4,0,20,4,3,1,13,2,4,11,7,4,8,1984,gen_y
24,0,2,771,1,1,2,1,1981,2,1,45,2,2,0,3,2,4617,14120,1,0,12,3,2,0,4,2,2,4,3,1,2,1991,gen_y
23,0,2,571,1,12,2,4,1982,4,1,78,3,1,2,4,2,2647,13672,1,0,13,3,3,0,5,6,4,5,2,1,4,1992,gen_y
25,0,2,309,0,2,3,0,1987,3,0,82,3,1,1,2,1,2187,19655,4,0,14,3,3,0,6,3,3,2,0,1,2,1990,gen_y
30,0,2,911,1,1,2,3,1989,4,1,76,3,1,2,2,1,3748,4077,1,0,13,3,3,0,12,6,2,12,8,1,7,1985,gen_y
25,0,2,977,1,2,1,4,1992,4,1,57,3,1,2,3,0,3977,7298,6,1,19,3,3,1,7,2,2,2,2,0,2,1990,gen_y
33,0,0,1313,1,1,2,3,1994,2,1,59,2,1,2,3,0,2008,20439,1,0,12,3,3,3,1,2,2,1,1,0,0,1982,gen_y
31,0,2,1154,2,2,2,1,1996,1,1,54,3,1,8,3,1,3067,6393,0,0,19,3,3,1,3,1,3,2,2,1,2,1984,gen_y
35,0,2,1490,1,11,4,3,2003,4,1,43,3,1,2,3,1,2660,20232,7,1,11,3,3,1,5,3,3,2,2,2,2,1980,gen_y
22,0,2,581,1,1,2,1,2007,4,1,63,3,1,6,3,2,3375,17624,0,0,12,3,4,0,4,2,4,3,2,1,2,1993,gen_y
35,0,2,1395,1,9,4,3,2008,2,1,48,3,2,6,3,2,5098,18698,1,0,19,3,2,0,10,5,3,10,7,0,8,1980,gen_y
33,0,2,501,1,15,2,3,2009,2,0,95,3,2,0,4,1,4878,21653,0,1,13,3,1,1,10,6,3,9,7,8,1,1982,gen_y
32,0,2,267,1,29,4,1,2010,3,0,49,2,1,2,2,2,2837,15919,1,0,13,3,3,0,6,3,3,6,2,4,1,1983,gen_y
32,0,2,234,2,1,4,3,2013,2,1,68,2,1,8,2,1,2269,18024,0,0,14,3,2,1,3,2,3,2,2,2,2,1983,gen_y
32,0,2,801,2,1,4,2,2016,3,0,48,3,3,7,4,1,10422,24032,1,0,19,3,3,2,14,3,3,14,10,5,7,1983,gen_y
25,0,2,1382,2,8,2,4,2018,1,0,85,3,2,7,3,0,4907,13684,0,1,22,4,2,1,6,3,2,5,3,0,4,1990,gen_y
21,0,2,501,2,5,1,3,2021,3,1,58,3,1,8,1,2,2380,25479,1,1,11,3,4,0,2,6,3,2,2,1,2,1994,gen_y
23,1,1,638,2,9,3,2,2023,4,1,33,3,1,8,1,1,1790,26956,1,0,19,3,1,1,1,3,2,1,0,1,0,1992,gen_y
29,1,2,1092,1,1,4,3,2027,1,1,36,3,1,6,4,1,4787,26124,9,1,14,3,2,3,4,3,4,2,2,2,2,1986,gen_y
34,0,2,704,2,28,3,2,2035,4,0,95,2,2,7,3,1,6712,8978,1,0,21,4,4,2,8,2,3,8,7,1,7,1981,gen_y
32,0,2,529,1,2,3,5,2038,4,1,78,3,1,6,1,2,2439,11288,1,0,14,3,4,0,4,4,3,4,2,1,2,1983,gen_y
35,0,2,1146,0,26,4,1,2040,3,0,31,3,3,1,4,2,8837,16642,1,1,16,3,3,0,9,2,3,9,0,1,7,1980,gen_y
35,0,1,1199,1,18,4,1,2049,3,1,80,3,2,0,3,1,5689,24594,1,1,14,3,4,2,10,2,4,10,2,0,2,1980,gen_y
35,0,2,287,1,1,4,1,2052,3,0,62,1,1,6,4,1,2977,8952,1,0,12,3,4,1,4,5,3,4,3,1,1,1980,gen_y
29,0,2,1378,1,13,2,4,2053,4,1,46,2,2,2,2,1,4025,23679,4,1,13,3,1,1,10,2,3,4,3,0,3,1986,gen_y
29,0,2,468,1,28,4,3,2054,4,0,73,2,1,6,1,2,3785,8489,1,0,14,3,2,0,5,3,1,5,4,0,4,1986,gen_y
31,0,0,325,1,5,3,3,2057,2,1,74,3,2,4,1,2,9936,3787,0,0,19,3,2,0,10,2,3,9,4,1,7,1984,gen_y
26,0,2,1167,2,5,3,4,2060,4,0,30,2,1,8,3,2,2966,21378,0,0,18,3,4,0,5,2,3,4,2,0,0,1989,gen_y
27,0,2,155,1,4,3,1,2064,2,1,87,4,2,4,2,1,6142,5174,1,1,20,4,2,1,6,0,3,6,2,0,3,1988,gen_y
34,0,2,628,1,8,3,3,2068,2,1,82,4,2,2,3,1,4404,10228,2,0,12,3,1,0,6,3,4,4,3,1,2,1981,gen_y
